profile_id,schema_version,university_id,program_id,education_level,class_year,interest_ids,participation_goal_ids,participation_modes,fee_preference,language_preference
395,2.0,yok-itu,business,bachelor,3,ui-ux;wellbeing;photography;graphic-design;product;sports;languages,social-impact,online,free_only,no_preference
396,2.0,yok-itu,medicine,bachelor,2,culture;mobile-development;music;international-community;product;entrepreneurship,social-impact;compete;network,online,no_preference,no_preference
397,2.0,yok-ankara,business,bachelor,3,finance;ai;sports;career;ui-ux;culture;photography;travel,build-project,hybrid,paid_ok,no_preference
398,2.0,yok-hacettepe,graphic-design,bachelor,1,game-development;ai;health-sciences;finance;international-community;data-science;career,build-project;learn;compete,online,paid_ok,en
399,2.0,yok-itu,psychology,bachelor,3,ai;languages;product;health-sciences,career;network,onsite,no_preference,en
400,2.0,yok-itu,computer-engineering,bachelor,1,sustainability;entrepreneurship;data-science,learn,hybrid;onsite,no_preference,tr
401,2.0,yok-bogazici,industrial-engineering,bachelor,4,mental-health;sports;finance,learn;compete,hybrid;online,free_only,no_preference
402,2.0,yok-iyte,industrial-engineering,bachelor,3,ai;entrepreneurship;culture;volunteering;international-community,compete;learn;build-project,onsite;online,free_only,en
403,2.0,yok-itu,graphic-design,bachelor,1,ui-ux;theatre;cybersecurity;mental-health;health-sciences;sports;natural-sciences,social-impact;career;learn,hybrid;online,free_only,en
404,2.0,yok-iyte,computer-engineering,bachelor,2,sustainability;wellbeing;photography;international-community;travel;graphic-design;data-science,compete;social-impact,online,paid_ok,en
405,2.0,yok-yildiz,psychology,bachelor,3,ui-ux;natural-sciences;social-responsibility;engineering;career;nutrition;data-science,build-project;social-impact;career,onsite,no_preference,en
406,2.0,yok-hacettepe,business,bachelor,2,nutrition;mobile-development;web-development,learn,onsite;hybrid,free_only,tr
407,2.0,yok-hacettepe,medicine,bachelor,1,ui-ux;photography;theatre;music;sports,build-project;career,hybrid;online,paid_ok,no_preference
408,2.0,yok-bogazici,industrial-engineering,bachelor,2,wellbeing;social-sciences;game-development;volunteering;theatre,network;social-impact,hybrid;online,no_preference,no_preference
409,2.0,yok-iyte,computer-engineering,bachelor,4,cybersecurity;volunteering;sustainability;ai;mental-health,social-impact;learn,hybrid;online,free_only,tr
410,2.0,yok-bogazici,psychology,bachelor,3,ui-ux;social-sciences;finance;culture,career;social-impact,hybrid;online,no_preference,no_preference
411,2.0,yok-iyte,graphic-design,bachelor,3,photography;social-sciences;game-development;natural-sciences;theatre,network,hybrid,free_only,en
412,2.0,yok-bogazici,psychology,bachelor,1,web-development;sustainability;mental-health;game-development;product;nutrition;mobile-development,career;learn,onsite;online,paid_ok,tr
413,2.0,yok-yildiz,business,bachelor,2,career;volunteering;health-sciences,network;learn;career,hybrid;online,free_only,en
414,2.0,yok-yildiz,industrial-engineering,bachelor,3,ai;languages;culture;graphic-design,career;compete;social-impact,online;onsite,paid_ok,no_preference
415,2.0,yok-iyte,industrial-engineering,bachelor,4,social-sciences;natural-sciences;wellbeing,learn;compete,onsite;hybrid,free_only,no_preference
416,2.0,yok-itu,computer-engineering,bachelor,4,theatre;languages;mental-health,career;build-project;learn,onsite,free_only,no_preference
417,2.0,yok-iyte,medicine,bachelor,2,photography;nutrition;sports;health-sciences;engineering;game-development;social-responsibility;ui-ux,build-project;career,hybrid,no_preference,no_preference
418,2.0,yok-itu,business,bachelor,4,data-science;finance;mental-health;sports;health-sciences;sustainability;theatre;web-development,network;compete;career,onsite;online,no_preference,en
419,2.0,yok-hacettepe,industrial-engineering,bachelor,3,languages;travel;product;mental-health,network;career,onsite;online,no_preference,tr
420,2.0,yok-bogazici,psychology,bachelor,4,finance;travel;volunteering,network;career;learn,hybrid;onsite,free_only,no_preference
421,2.0,yok-yildiz,business,bachelor,3,data-science;mental-health;career;social-responsibility;culture;wellbeing,career;compete,onsite;online,no_preference,tr
422,2.0,yok-itu,industrial-engineering,bachelor,4,volunteering;nutrition;game-development;sports;mental-health;theatre;engineering,compete;career,hybrid;onsite,paid_ok,no_preference
423,2.0,yok-hacettepe,business,bachelor,1,health-sciences;culture;ai;mobile-development;social-sciences;languages,network;career;build-project,hybrid,paid_ok,en
424,2.0,yok-ankara,business,bachelor,1,nutrition;culture;social-responsibility;theatre;data-science;international-community,compete;career;social-impact,onsite,free_only,no_preference
425,2.0,yok-hacettepe,industrial-engineering,bachelor,3,entrepreneurship;data-science;volunteering,career;compete,onsite;hybrid,paid_ok,no_preference
426,2.0,yok-iyte,psychology,bachelor,1,travel;mental-health;web-development;social-responsibility;international-community;culture;mobile-development,career;learn,hybrid;onsite,no_preference,en
427,2.0,yok-yildiz,psychology,bachelor,1,mental-health;international-community;sports;sustainability;wellbeing;music;nutrition;web-development,social-impact,onsite;online,paid_ok,en
428,2.0,yok-iyte,psychology,bachelor,1,natural-sciences;wellbeing;volunteering;engineering,learn,hybrid;online,no_preference,no_preference
429,2.0,yok-hacettepe,psychology,bachelor,4,finance;cybersecurity;photography;health-sciences;product;mobile-development,build-project,hybrid;online,free_only,tr
430,2.0,yok-bogazici,computer-engineering,bachelor,1,languages;nutrition;entrepreneurship;social-sciences;finance;web-development;cybersecurity,compete;career,hybrid,no_preference,en
431,2.0,yok-iyte,psychology,bachelor,4,languages;ui-ux;career;finance;game-development;culture,network;learn;compete,online;hybrid,paid_ok,en
432,2.0,yok-iyte,industrial-engineering,bachelor,3,cybersecurity;social-responsibility;game-development;career;nutrition;theatre,build-project;network;social-impact,online;hybrid,free_only,en
433,2.0,yok-itu,business,bachelor,2,graphic-design;career;wellbeing;travel;social-sciences;volunteering;social-responsibility,build-project,hybrid,paid_ok,no_preference
434,2.0,yok-itu,graphic-design,bachelor,3,international-community;cybersecurity;finance,social-impact,hybrid,paid_ok,no_preference
435,2.0,yok-ankara,computer-engineering,bachelor,1,natural-sciences;international-community;social-sciences,compete,hybrid,paid_ok,en
436,2.0,yok-iyte,graphic-design,bachelor,4,natural-sciences;languages;health-sciences;social-sciences;nutrition,career;learn,hybrid,paid_ok,tr
437,2.0,yok-itu,business,bachelor,3,sports;sustainability;health-sciences;game-development;data-science,build-project;compete,onsite,paid_ok,no_preference
438,2.0,yok-yildiz,computer-engineering,bachelor,1,music;nutrition;engineering;product;cybersecurity,network,hybrid;onsite,free_only,no_preference
439,2.0,yok-ankara,computer-engineering,bachelor,1,theatre;sustainability;health-sciences;ui-ux;ai;mental-health;languages;sports,network,hybrid,free_only,tr
440,2.0,yok-hacettepe,industrial-engineering,bachelor,1,culture;ui-ux;product;photography;finance;social-sciences,build-project;social-impact,hybrid;onsite,paid_ok,en
441,2.0,yok-itu,computer-engineering,bachelor,3,languages;social-responsibility;natural-sciences;social-sciences;entrepreneurship;mobile-development,social-impact,hybrid,no_preference,no_preference
442,2.0,yok-hacettepe,medicine,bachelor,5,engineering;wellbeing;sports;mental-health;ui-ux,learn;social-impact,online;hybrid,no_preference,no_preference
443,2.0,yok-yildiz,psychology,bachelor,1,nutrition;career;travel;languages;web-development,learn;social-impact,hybrid,free_only,en
444,2.0,yok-ankara,graphic-design,bachelor,3,wellbeing;graphic-design;volunteering;entrepreneurship;web-development;finance;social-sciences,network;compete,onsite;hybrid,paid_ok,tr
445,2.0,yok-yildiz,industrial-engineering,bachelor,2,international-community;photography;graphic-design;mobile-development;data-science;career,learn;social-impact,hybrid;online,paid_ok,no_preference
446,2.0,yok-bogazici,business,bachelor,3,music;natural-sciences;finance;product,compete;career;social-impact,online;onsite,no_preference,no_preference
447,2.0,yok-itu,business,bachelor,3,engineering;culture;graphic-design;web-development;natural-sciences,career;build-project,hybrid;onsite,paid_ok,no_preference
448,2.0,yok-hacettepe,graphic-design,bachelor,3,engineering;mobile-development;natural-sciences,compete;network;learn,onsite,paid_ok,en
449,2.0,yok-ankara,business,bachelor,1,international-community;nutrition;photography;music,compete,hybrid,free_only,en
450,2.0,yok-ankara,business,bachelor,3,wellbeing;ai;languages;sports;music,build-project;compete,onsite,paid_ok,en
451,2.0,yok-itu,industrial-engineering,bachelor,2,music;health-sciences;finance;travel,social-impact;learn;build-project,hybrid;online,paid_ok,tr
452,2.0,yok-itu,psychology,bachelor,2,volunteering;wellbeing;social-sciences,social-impact;career;compete,onsite,no_preference,no_preference
453,2.0,yok-hacettepe,computer-engineering,bachelor,2,health-sciences;cybersecurity;graphic-design;social-responsibility;ai;game-development,compete,onsite;online,free_only,en
454,2.0,yok-iyte,graphic-design,bachelor,3,travel;product;graphic-design;game-development;social-sciences;sustainability;cybersecurity,network;build-project,onsite,free_only,tr
455,2.0,yok-hacettepe,industrial-engineering,bachelor,1,ui-ux;cybersecurity;ai;graphic-design;nutrition;natural-sciences,build-project;compete;network,onsite,no_preference,en
456,2.0,yok-hacettepe,medicine,bachelor,5,ai;sports;wellbeing,build-project;learn;social-impact,onsite;hybrid,paid_ok,en
457,2.0,yok-ankara,business,bachelor,1,health-sciences;game-development;wellbeing;nutrition;sports;social-sciences;natural-sciences,build-project;compete;learn,online,free_only,en
458,2.0,yok-iyte,computer-engineering,bachelor,1,international-community;finance;mental-health,learn,online,no_preference,no_preference
459,2.0,yok-iyte,computer-engineering,bachelor,2,languages;graphic-design;ui-ux;health-sciences,build-project;career,hybrid;online,no_preference,no_preference
460,2.0,yok-bogazici,psychology,bachelor,3,theatre;game-development;graphic-design;languages;finance;photography;music,social-impact;career;network,onsite,free_only,no_preference
461,2.0,yok-hacettepe,industrial-engineering,bachelor,4,career;product;finance;game-development;social-sciences;music,network;social-impact;compete,hybrid;online,no_preference,no_preference
462,2.0,yok-yildiz,psychology,bachelor,1,wellbeing;theatre;entrepreneurship;ai;volunteering;natural-sciences;photography,career,online,no_preference,en
463,2.0,yok-yildiz,graphic-design,bachelor,1,travel;music;finance;natural-sciences;culture;volunteering;data-science,network,hybrid,no_preference,en
464,2.0,yok-hacettepe,computer-engineering,bachelor,2,nutrition;product;cybersecurity;mental-health;ui-ux;social-sciences,network;learn;career,hybrid;onsite,paid_ok,tr
465,2.0,yok-bogazici,psychology,bachelor,3,ui-ux;wellbeing;data-science,social-impact;career,online;hybrid,free_only,en
466,2.0,yok-hacettepe,graphic-design,bachelor,2,engineering;social-sciences;social-responsibility,learn,hybrid;online,free_only,no_preference
467,2.0,yok-ankara,medicine,bachelor,6,health-sciences;sustainability;finance;data-science;theatre;photography;entrepreneurship,network;social-impact,online;onsite,free_only,en
468,2.0,yok-iyte,industrial-engineering,bachelor,3,social-responsibility;entrepreneurship;cybersecurity;career;wellbeing;game-development;languages;international-community,social-impact;build-project;network,onsite,free_only,tr
469,2.0,yok-yildiz,industrial-engineering,bachelor,1,international-community;finance;ui-ux;game-development,build-project;career,onsite,paid_ok,tr
470,2.0,yok-hacettepe,computer-engineering,bachelor,1,health-sciences;entrepreneurship;wellbeing;theatre;music,social-impact;network,hybrid;onsite,no_preference,en
471,2.0,yok-bogazici,business,bachelor,3,volunteering;sustainability;web-development;graphic-design;ai;game-development;finance,build-project;career,online,free_only,tr
472,2.0,yok-bogazici,graphic-design,bachelor,1,sports;career;social-responsibility;game-development,career;compete,hybrid;onsite,no_preference,no_preference
473,2.0,yok-iyte,business,bachelor,2,finance;wellbeing;natural-sciences;photography;social-sciences,career,onsite,free_only,en
474,2.0,yok-ankara,computer-engineering,bachelor,4,health-sciences;social-sciences;ui-ux;nutrition,compete;career,online,paid_ok,no_preference
475,2.0,yok-yildiz,graphic-design,bachelor,2,nutrition;finance;social-responsibility;graphic-design;ui-ux;game-development,career,hybrid,paid_ok,tr
476,2.0,yok-bogazici,industrial-engineering,bachelor,1,wellbeing;travel;social-sciences;product,build-project;learn,onsite,no_preference,en
477,2.0,yok-yildiz,psychology,bachelor,3,nutrition;entrepreneurship;natural-sciences;international-community;travel;photography;languages;sports,compete,onsite;online,paid_ok,no_preference
478,2.0,yok-hacettepe,psychology,bachelor,4,web-development;finance;mobile-development,network;compete;career,online;onsite,no_preference,en
479,2.0,yok-hacettepe,computer-engineering,bachelor,2,languages;music;career;mental-health;game-development;social-sciences;photography,learn,hybrid,free_only,tr
480,2.0,yok-iyte,business,bachelor,2,data-science;game-development;natural-sciences,build-project;compete,hybrid,free_only,tr
481,2.0,yok-itu,business,bachelor,4,product;nutrition;ui-ux;mental-health,social-impact;network,onsite;online,no_preference,tr
482,2.0,yok-yildiz,industrial-engineering,bachelor,3,music;nutrition;travel;mental-health;engineering;international-community,career;learn;build-project,hybrid,no_preference,en
483,2.0,yok-yildiz,computer-engineering,bachelor,2,sustainability;career;wellbeing;entrepreneurship;music,network;compete;career,hybrid;onsite,paid_ok,no_preference
484,2.0,yok-yildiz,medicine,bachelor,5,music;ai;entrepreneurship;culture;data-science;volunteering;nutrition;sustainability,network;build-project,online,paid_ok,no_preference
485,2.0,yok-itu,medicine,bachelor,6,international-community;natural-sciences;health-sciences;ai;web-development;data-science;social-sciences,social-impact;network;learn,hybrid,no_preference,no_preference
486,2.0,yok-yildiz,computer-engineering,bachelor,2,entrepreneurship;engineering;ui-ux;career;languages;mobile-development,social-impact,online,no_preference,no_preference
487,2.0,yok-iyte,industrial-engineering,bachelor,2,ai;engineering;travel;ui-ux;culture;data-science,social-impact;network,onsite;hybrid,free_only,tr
488,2.0,yok-ankara,medicine,bachelor,6,music;graphic-design;ui-ux;culture;ai;volunteering;social-responsibility,career,hybrid;online,free_only,no_preference
489,2.0,yok-bogazici,computer-engineering,bachelor,4,mental-health;volunteering;engineering;sustainability,compete;build-project;learn,onsite;online,paid_ok,no_preference
490,2.0,yok-ankara,graphic-design,bachelor,2,product;graphic-design;travel;social-sciences;wellbeing;mental-health,learn;compete;social-impact,onsite,paid_ok,no_preference
491,2.0,yok-bogazici,computer-engineering,bachelor,1,ui-ux;engineering;web-development;music;social-sciences,learn;network,hybrid;online,no_preference,tr
492,2.0,yok-hacettepe,graphic-design,bachelor,3,game-development;ui-ux;cybersecurity;social-sciences;entrepreneurship,learn,onsite;online,no_preference,tr
493,2.0,yok-itu,medicine,bachelor,3,mobile-development;travel;engineering;game-development;volunteering;languages,learn;social-impact,onsite,free_only,tr
494,2.0,yok-iyte,business,bachelor,3,data-science;social-responsibility;travel;engineering;ui-ux;cybersecurity;photography,learn;network,online;onsite,free_only,en
495,2.0,yok-hacettepe,industrial-engineering,bachelor,4,data-science;social-sciences;languages;natural-sciences;volunteering,social-impact,hybrid,paid_ok,tr
496,2.0,yok-itu,psychology,bachelor,1,mobile-development;ui-ux;culture,build-project,onsite;hybrid,free_only,en
497,2.0,yok-iyte,graphic-design,bachelor,1,product;sustainability;languages;travel,career;learn,hybrid,free_only,tr
498,2.0,yok-ankara,business,bachelor,3,sustainability;health-sciences;photography;product;ai;engineering;graphic-design;mobile-development,compete;build-project;career,hybrid;onsite,no_preference,en
499,2.0,yok-itu,industrial-engineering,bachelor,3,mobile-development;game-development;engineering,career;compete;learn,hybrid;online,no_preference,tr
500,2.0,yok-bogazici,medicine,bachelor,6,health-sciences;international-community;culture;social-sciences;music;photography,network,onsite;online,free_only,no_preference
501,2.0,yok-yildiz,industrial-engineering,bachelor,1,career;photography;volunteering,compete;social-impact,online;hybrid,no_preference,en
502,2.0,yok-iyte,medicine,bachelor,5,languages;sports;ai;health-sciences;volunteering;finance;engineering,network;learn;compete,hybrid,free_only,tr
503,2.0,yok-bogazici,computer-engineering,bachelor,1,career;ui-ux;music;web-development;sports;volunteering;social-sciences;mental-health,social-impact,hybrid;online,no_preference,no_preference
504,2.0,yok-bogazici,graphic-design,bachelor,2,entrepreneurship;finance;career,compete,hybrid,free_only,en
505,2.0,yok-hacettepe,business,bachelor,1,cybersecurity;product;photography;ai;sports;music,build-project;social-impact;compete,hybrid,paid_ok,en
506,2.0,yok-ankara,graphic-design,bachelor,3,languages;finance;social-responsibility;game-development;data-science;photography;web-development;wellbeing,compete;career,online;hybrid,paid_ok,en
507,2.0,yok-ankara,psychology,bachelor,2,entrepreneurship;international-community;graphic-design;game-development;mobile-development,compete;build-project;learn,online,no_preference,tr
508,2.0,yok-hacettepe,computer-engineering,bachelor,1,photography;entrepreneurship;career;engineering,build-project;social-impact,onsite;hybrid,free_only,en
509,2.0,yok-iyte,industrial-engineering,bachelor,1,sustainability;finance;graphic-design;languages;culture,learn;build-project;network,onsite;online,paid_ok,tr
510,2.0,yok-bogazici,computer-engineering,bachelor,1,nutrition;photography;web-development;health-sciences;finance;volunteering,career;build-project,hybrid,no_preference,no_preference
511,2.0,yok-iyte,business,bachelor,1,data-science;cybersecurity;natural-sciences,network;social-impact;compete,online,paid_ok,en
512,2.0,yok-bogazici,computer-engineering,bachelor,2,finance;music;international-community;engineering;data-science;nutrition;graphic-design;health-sciences,build-project;compete,onsite;hybrid,no_preference,tr
513,2.0,yok-iyte,medicine,bachelor,6,ai;languages;music;wellbeing;social-responsibility,build-project;compete;network,hybrid;onsite,paid_ok,tr
514,2.0,yok-iyte,industrial-engineering,bachelor,2,theatre;wellbeing;international-community;product;nutrition,build-project,online;onsite,no_preference,en
515,2.0,yok-iyte,graphic-design,bachelor,4,career;wellbeing;cybersecurity;engineering;music,network;career;compete,hybrid,paid_ok,tr
516,2.0,yok-bogazici,psychology,bachelor,3,languages;ui-ux;product;finance,social-impact;career,hybrid,paid_ok,tr
517,2.0,yok-hacettepe,psychology,bachelor,3,music;engineering;data-science;theatre;travel,social-impact;compete;learn,online,paid_ok,no_preference
518,2.0,yok-hacettepe,computer-engineering,bachelor,1,sustainability;finance;social-sciences,career;build-project,onsite;online,paid_ok,en
519,2.0,yok-ankara,psychology,bachelor,3,natural-sciences;wellbeing;international-community;social-sciences;nutrition,career;build-project,onsite;online,paid_ok,en
520,2.0,yok-yildiz,psychology,bachelor,4,photography;product;cybersecurity;mental-health,build-project;social-impact,hybrid,free_only,no_preference
521,2.0,yok-hacettepe,computer-engineering,bachelor,2,theatre;entrepreneurship;cybersecurity;career;social-responsibility;natural-sciences;culture,social-impact,onsite;hybrid,free_only,en
522,2.0,yok-itu,industrial-engineering,bachelor,2,social-responsibility;photography;volunteering;sports;wellbeing;ui-ux,build-project;network,hybrid,free_only,no_preference
523,2.0,yok-bogazici,psychology,bachelor,1,health-sciences;graphic-design;wellbeing;ai;cybersecurity;data-science;mental-health,compete;career;learn,hybrid;online,no_preference,tr
524,2.0,yok-iyte,graphic-design,bachelor,2,engineering;wellbeing;finance,network;compete,hybrid,free_only,en
525,2.0,yok-iyte,computer-engineering,bachelor,3,product;culture;international-community;social-sciences,compete;learn;social-impact,hybrid,free_only,tr
526,2.0,yok-itu,computer-engineering,bachelor,1,photography;sports;game-development;volunteering,compete;network;learn,onsite,no_preference,tr
527,2.0,yok-itu,psychology,bachelor,2,music;finance;social-responsibility;ui-ux;graphic-design,network;social-impact,online,free_only,tr
528,2.0,yok-hacettepe,graphic-design,bachelor,2,web-development;health-sciences;natural-sciences;languages;photography;international-community;finance;cybersecurity,career,online;hybrid,no_preference,en
529,2.0,yok-yildiz,medicine,bachelor,5,mental-health;web-development;volunteering;international-community;engineering,compete;build-project,hybrid;online,paid_ok,no_preference
530,2.0,yok-itu,graphic-design,bachelor,4,graphic-design;finance;career;nutrition;volunteering;wellbeing,career;build-project,online,paid_ok,en
531,2.0,yok-bogazici,psychology,bachelor,3,career;graphic-design;sustainability;natural-sciences;volunteering,network,hybrid;onsite,paid_ok,tr
532,2.0,yok-hacettepe,medicine,bachelor,4,travel;international-community;web-development,build-project;social-impact,hybrid;online,free_only,no_preference
533,2.0,yok-hacettepe,computer-engineering,bachelor,4,cybersecurity;ai;sports;culture;ui-ux;nutrition;product;languages,network,hybrid;online,no_preference,no_preference
534,2.0,yok-ankara,graphic-design,bachelor,4,natural-sciences;mobile-development;social-sciences;sports;data-science;career;web-development,build-project;network;compete,onsite,no_preference,no_preference
535,2.0,yok-iyte,medicine,bachelor,5,ai;music;theatre,social-impact;build-project;network,hybrid,paid_ok,en
536,2.0,yok-ankara,industrial-engineering,bachelor,4,ui-ux;data-science;theatre;culture;travel;product;entrepreneurship;ai,build-project;learn,hybrid;online,no_preference,no_preference
537,2.0,yok-yildiz,industrial-engineering,bachelor,1,data-science;volunteering;cybersecurity,career;compete;network,online;onsite,paid_ok,en
538,2.0,yok-yildiz,business,bachelor,2,volunteering;graphic-design;career;web-development;social-sciences,compete,hybrid;onsite,free_only,en
539,2.0,yok-itu,business,bachelor,2,cybersecurity;health-sciences;sustainability;ai;volunteering;graphic-design;natural-sciences;product,social-impact;compete,onsite,free_only,no_preference
540,2.0,yok-itu,industrial-engineering,bachelor,2,nutrition;product;wellbeing;finance;sports,network;learn;career,online,no_preference,no_preference
541,2.0,yok-iyte,psychology,bachelor,4,theatre;career;volunteering;music,compete,onsite;hybrid,paid_ok,no_preference
542,2.0,yok-ankara,computer-engineering,bachelor,4,data-science;web-development;cybersecurity;product,build-project;compete;career,hybrid,no_preference,no_preference
543,2.0,yok-hacettepe,psychology,bachelor,2,international-community;health-sciences;graphic-design;wellbeing;travel;sports;mental-health;entrepreneurship,social-impact,online;hybrid,free_only,tr
544,2.0,yok-iyte,graphic-design,bachelor,3,ai;natural-sciences;culture;cybersecurity;mobile-development,career;compete,hybrid,paid_ok,tr
545,2.0,yok-bogazici,medicine,bachelor,1,travel;cybersecurity;natural-sciences;theatre;engineering;international-community;career,network;build-project;social-impact,hybrid,no_preference,tr
546,2.0,yok-yildiz,computer-engineering,bachelor,4,entrepreneurship;social-responsibility;product;languages;international-community,career,onsite,no_preference,en
547,2.0,yok-hacettepe,graphic-design,bachelor,4,cybersecurity;web-development;mental-health;social-responsibility;health-sciences;culture,social-impact,online;hybrid,paid_ok,no_preference
548,2.0,yok-ankara,graphic-design,bachelor,2,sports;mental-health;theatre;natural-sciences,social-impact;build-project;network,hybrid,free_only,no_preference
549,2.0,yok-iyte,medicine,bachelor,6,graphic-design;product;sustainability,career;social-impact,hybrid;online,no_preference,en
550,2.0,yok-yildiz,psychology,bachelor,3,sports;theatre;volunteering;sustainability;data-science;ui-ux;finance;social-responsibility,build-project;learn,online;onsite,free_only,no_preference
551,2.0,yok-hacettepe,psychology,bachelor,3,ai;culture;product;health-sciences,social-impact,hybrid,paid_ok,tr
552,2.0,yok-hacettepe,medicine,bachelor,3,social-sciences;natural-sciences;mobile-development,network,onsite,no_preference,no_preference
553,2.0,yok-bogazici,business,bachelor,2,graphic-design;sports;ai;finance;health-sciences,learn;compete;network,online;onsite,free_only,no_preference
554,2.0,yok-hacettepe,industrial-engineering,bachelor,2,volunteering;theatre;ui-ux;mental-health;engineering,build-project;network;compete,onsite,paid_ok,no_preference
555,2.0,yok-iyte,industrial-engineering,bachelor,4,career;international-community;nutrition,social-impact,onsite,paid_ok,tr
556,2.0,yok-hacettepe,psychology,bachelor,2,nutrition;music;mental-health,social-impact;network;compete,online,no_preference,en
557,2.0,yok-bogazici,computer-engineering,bachelor,2,mental-health;ai;web-development;sports;international-community;languages;product,network;social-impact,online;hybrid,paid_ok,tr
558,2.0,yok-yildiz,computer-engineering,bachelor,1,ui-ux;graphic-design;sustainability;culture;theatre;career;ai,social-impact;build-project;career,online,no_preference,en
559,2.0,yok-iyte,psychology,bachelor,2,career;graphic-design;nutrition;cybersecurity;entrepreneurship,network;learn;career,online,free_only,no_preference
560,2.0,yok-iyte,business,bachelor,2,travel;mobile-development;engineering;theatre;game-development;ai,career;social-impact,hybrid,no_preference,no_preference
561,2.0,yok-ankara,graphic-design,bachelor,1,cybersecurity;theatre;entrepreneurship;health-sciences;travel;music,career;build-project,online,paid_ok,tr
562,2.0,yok-iyte,business,bachelor,2,finance;international-community;sports;product;languages;game-development,learn,onsite,free_only,no_preference
563,2.0,yok-itu,computer-engineering,bachelor,2,music;theatre;languages;graphic-design;natural-sciences,build-project;network,online;onsite,paid_ok,tr
564,2.0,yok-hacettepe,business,bachelor,2,graphic-design;game-development;ui-ux;cybersecurity,compete;network,onsite;hybrid,free_only,tr
565,2.0,yok-iyte,business,bachelor,2,finance;travel;culture;languages,compete;build-project;social-impact,onsite,free_only,no_preference
566,2.0,yok-ankara,medicine,bachelor,1,ui-ux;entrepreneurship;career;music;health-sciences;engineering;theatre,build-project,onsite,no_preference,no_preference
567,2.0,yok-bogazici,graphic-design,bachelor,4,cybersecurity;sports;travel;ai;ui-ux;languages,compete,hybrid,no_preference,en
568,2.0,yok-itu,computer-engineering,bachelor,3,natural-sciences;sports;music;culture,social-impact,onsite,no_preference,tr
569,2.0,yok-iyte,computer-engineering,bachelor,1,culture;ui-ux;sustainability;volunteering,build-project;social-impact;career,onsite,free_only,no_preference
570,2.0,yok-yildiz,industrial-engineering,bachelor,1,theatre;health-sciences;travel;ai;volunteering,build-project,onsite;online,free_only,en
571,2.0,yok-bogazici,business,bachelor,3,web-development;wellbeing;music,learn;build-project,online;onsite,paid_ok,en
572,2.0,yok-bogazici,business,bachelor,1,international-community;ai;social-responsibility;culture;sustainability;sports;health-sciences;natural-sciences,compete,hybrid;onsite,free_only,no_preference
573,2.0,yok-yildiz,psychology,bachelor,4,health-sciences;career;sustainability,learn,hybrid;online,paid_ok,tr
574,2.0,yok-yildiz,graphic-design,bachelor,4,engineering;career;mental-health;languages;ui-ux;cybersecurity,compete,onsite,free_only,no_preference
575,2.0,yok-iyte,graphic-design,bachelor,3,international-community;game-development;cybersecurity;culture,social-impact,online,no_preference,no_preference
576,2.0,yok-iyte,computer-engineering,bachelor,1,nutrition;entrepreneurship;culture;sports,build-project,hybrid;online,no_preference,en
577,2.0,yok-itu,graphic-design,bachelor,1,product;travel;nutrition;ui-ux;wellbeing;international-community,learn,hybrid,free_only,en
578,2.0,yok-yildiz,industrial-engineering,bachelor,3,social-sciences;wellbeing;product,build-project,onsite;hybrid,paid_ok,tr
579,2.0,yok-hacettepe,industrial-engineering,bachelor,2,product;career;entrepreneurship;travel,learn,onsite;online,paid_ok,en
580,2.0,yok-yildiz,business,bachelor,2,health-sciences;product;engineering;languages;social-responsibility;data-science,compete;social-impact,hybrid;online,no_preference,en
581,2.0,yok-iyte,industrial-engineering,bachelor,1,wellbeing;health-sciences;finance;nutrition,build-project,online;hybrid,paid_ok,no_preference
582,2.0,yok-hacettepe,industrial-engineering,bachelor,3,social-responsibility;culture;social-sciences;engineering;theatre;health-sciences;mobile-development;web-development,compete;network;career,hybrid;onsite,free_only,en
583,2.0,yok-ankara,graphic-design,bachelor,3,ui-ux;photography;game-development;product,network;learn,onsite;hybrid,free_only,no_preference
584,2.0,yok-yildiz,medicine,bachelor,1,health-sciences;sustainability;ai;theatre;languages;entrepreneurship,social-impact,online,paid_ok,en
585,2.0,yok-yildiz,computer-engineering,bachelor,1,volunteering;travel;ai;graphic-design;theatre,social-impact,onsite;hybrid,paid_ok,no_preference
586,2.0,yok-bogazici,medicine,bachelor,2,photography;ai;game-development;ui-ux;volunteering;mental-health;culture,compete;network;build-project,hybrid,no_preference,en
587,2.0,yok-hacettepe,medicine,bachelor,5,travel;social-sciences;volunteering;theatre;international-community;game-development;graphic-design,career;social-impact;build-project,online;onsite,free_only,tr
588,2.0,yok-hacettepe,medicine,bachelor,3,web-development;languages;theatre;wellbeing;sports;nutrition;finance,learn;social-impact,hybrid,paid_ok,no_preference
589,2.0,yok-iyte,computer-engineering,bachelor,2,product;mobile-development;entrepreneurship;languages;mental-health,build-project,onsite,no_preference,tr
590,2.0,yok-yildiz,computer-engineering,bachelor,3,data-science;ui-ux;international-community;finance;languages;entrepreneurship;nutrition;sports,build-project;network;compete,hybrid,paid_ok,no_preference
591,2.0,yok-ankara,medicine,bachelor,6,culture;health-sciences;languages;web-development;travel,build-project;social-impact,hybrid;online,free_only,en
592,2.0,yok-ankara,business,bachelor,3,music;mental-health;health-sciences;international-community,career;network;compete,onsite;hybrid,free_only,en
