interaction_id,profile_id,event_id,action,dwell_time_seconds,interest_overlap_count,goal_overlap_count
22531,685,378,skip,1,0,1
22532,660,366,skip,4,2,0
22533,820,120,view_detail,31,1,1
22534,497,265,skip,3,0,1
22535,702,436,like,27,0,1
22536,188,17,view_detail,6,1,2
22537,870,100,skip,5,0,1
22538,337,205,skip,3,0,0
22539,436,76,view_detail,79,0,2
22540,240,375,apply,72,1,1
22541,987,289,skip,5,0,1
22542,860,487,skip,4,0,1
22543,110,471,skip,1,1,1
22544,579,488,apply,80,0,1
22545,303,287,skip,3,2,2
22546,52,462,skip,3,0,0
22547,53,64,view_detail,24,0,2
22548,14,463,skip,5,0,1
22549,923,481,skip,3,0,0
22550,83,403,skip,5,0,1
22551,245,7,like,24,0,1
22552,624,341,skip,3,0,1
22553,537,53,like,74,1,1
22554,907,283,skip,2,1,0
22555,593,109,apply,74,1,0
22556,730,347,skip,1,1,0
22557,299,360,view_detail,38,0,0
22558,617,242,skip,2,0,0
22559,981,192,skip,4,0,1
22560,155,239,apply,21,0,0
22561,999,156,view_detail,22,3,0
22562,592,456,skip,2,0,1
22563,92,131,skip,4,1,1
22564,430,199,skip,5,1,0
22565,841,261,save,46,1,0
22566,589,432,skip,1,1,0
22567,249,13,skip,3,0,0
22568,63,290,skip,3,0,0
22569,382,134,save,78,1,1
22570,472,196,view_detail,63,0,1
22571,660,191,save,58,0,1
22572,699,458,view_detail,20,0,0
22573,378,9,apply,36,0,1
22574,443,356,view_detail,77,0,0
22575,187,74,skip,4,0,0
22576,920,483,view_detail,60,0,1
22577,888,48,view_detail,66,0,1
22578,904,40,apply,35,0,0
22579,375,26,skip,2,1,1
22580,653,138,skip,3,0,0
22581,292,497,skip,2,0,1
22582,349,154,skip,2,0,0
22583,272,350,skip,5,0,0
22584,564,369,skip,2,2,0
22585,4,60,skip,4,0,0
22586,865,287,apply,86,2,2
22587,245,248,apply,18,0,1
22588,239,339,view_detail,76,0,0
22589,896,128,skip,4,0,1
22590,694,5,skip,5,0,0
22591,677,82,save,43,0,1
22592,238,143,like,37,1,1
22593,308,71,save,14,0,2
22594,516,154,skip,5,1,0
22595,12,210,save,6,0,0
22596,766,1,view_detail,13,0,2
22597,114,19,save,81,1,0
22598,116,158,save,78,0,2
22599,664,186,view_detail,27,0,2
22600,172,14,like,65,1,2
22601,891,185,skip,5,0,0
22602,983,421,apply,41,0,1
22603,70,162,skip,4,0,0
22604,182,65,view_detail,53,0,0
22605,694,29,skip,2,0,1
22606,875,499,skip,2,0,1
22607,700,286,view_detail,8,1,1
22608,569,357,view_detail,79,1,1
22609,684,138,skip,1,0,1
22610,754,297,skip,4,0,1
22611,981,353,view_detail,7,0,0
22612,685,152,apply,57,1,1
22613,543,22,view_detail,13,0,1
22614,850,392,skip,1,0,0
22615,581,116,apply,13,1,1
22616,776,148,view_detail,66,0,1
22617,389,473,save,49,0,1
22618,91,490,apply,16,0,3
22619,617,419,like,70,0,0
22620,864,127,view_detail,42,1,0
22621,576,229,skip,4,1,1
22622,759,81,skip,5,1,0
22623,41,146,view_detail,65,1,1
22624,743,376,view_detail,13,0,0
22625,268,411,view_detail,42,0,1
22626,579,261,skip,3,0,0
22627,713,378,skip,3,1,0
22628,710,403,like,55,1,3
22629,644,353,skip,4,0,0
22630,814,31,skip,5,0,0
22631,844,246,skip,4,0,0
22632,337,449,skip,1,0,0
22633,750,159,like,81,1,1
22634,663,322,skip,1,0,0
22635,27,154,save,82,1,0
22636,334,102,view_detail,24,0,2
22637,186,251,view_detail,59,0,0
22638,116,11,view_detail,20,0,2
22639,200,276,skip,5,0,0
22640,77,60,like,59,0,1
22641,663,102,save,82,1,1
22642,203,219,view_detail,85,0,1
22643,118,497,view_detail,51,0,1
22644,990,217,skip,4,0,0
22645,234,16,skip,4,0,1
22646,958,218,view_detail,83,0,1
22647,689,369,skip,4,1,0
22648,880,185,skip,5,0,0
22649,882,353,like,32,0,0
22650,975,315,like,71,1,1
22651,339,281,skip,5,0,1
22652,293,277,skip,4,1,0
22653,116,1,apply,43,0,1
22654,489,315,save,18,0,1
22655,65,394,skip,5,1,3
22656,809,241,view_detail,32,1,1
22657,731,498,view_detail,22,2,1
22658,34,336,like,12,1,0
22659,926,210,skip,3,0,0
22660,597,288,view_detail,11,1,0
22661,720,220,like,88,0,2
22662,505,335,skip,5,0,1
22663,56,100,view_detail,67,1,2
22664,29,466,skip,4,1,1
22665,292,247,view_detail,9,0,1
22666,603,491,skip,3,1,1
22667,420,79,skip,3,0,1
22668,597,455,skip,2,1,0
22669,986,231,skip,4,0,0
22670,858,250,like,67,1,0
22671,931,108,skip,4,1,1
22672,844,175,view_detail,42,1,1
22673,813,212,save,71,1,0
22674,316,373,view_detail,60,0,1
22675,709,24,skip,3,1,0
22676,741,391,view_detail,32,0,0
22677,905,91,like,44,0,1
22678,849,352,view_detail,47,0,0
22679,569,92,skip,2,0,2
22680,399,451,skip,4,1,1
22681,148,471,like,53,1,0
22682,862,387,like,24,0,2
22683,441,184,skip,2,0,0
22684,863,497,skip,3,0,1
22685,118,207,skip,5,0,1
22686,953,318,view_detail,78,0,1
22687,830,473,save,76,0,0
22688,781,295,save,79,1,1
22689,322,295,like,79,0,0
22690,226,263,skip,3,0,0
22691,612,402,view_detail,17,0,0
22692,305,192,skip,2,0,2
22693,617,243,save,60,0,0
22694,173,31,like,73,1,1
22695,767,55,like,67,0,1
22696,404,29,skip,1,0,1
22697,782,236,skip,5,0,1
22698,721,387,skip,5,0,1
22699,438,317,view_detail,72,0,1
22700,833,70,skip,2,1,1
22701,136,399,view_detail,33,1,1
22702,748,110,apply,72,0,1
22703,225,106,like,22,1,1
22704,299,391,skip,5,0,0
22705,839,289,view_detail,86,2,1
22706,705,382,skip,2,0,0
22707,540,111,skip,4,0,1
22708,115,334,like,70,0,0
22709,25,337,like,29,0,1
22710,469,444,skip,1,1,0
22711,290,389,view_detail,65,1,1
22712,151,106,skip,5,0,0
22713,946,361,view_detail,47,0,0
22714,520,118,view_detail,50,0,1
22715,783,78,save,88,1,3
22716,72,470,like,61,1,1
22717,36,35,skip,3,1,0
22718,534,371,skip,5,0,2
22719,417,99,like,58,2,0
22720,592,217,skip,3,0,2
22721,681,367,skip,3,1,1
22722,333,291,skip,4,0,1
22723,791,331,view_detail,6,0,0
22724,851,308,skip,1,0,0
22725,35,463,skip,1,1,1
22726,418,74,save,14,0,1
22727,38,480,view_detail,79,1,0
22728,519,86,save,60,1,1
22729,133,320,skip,2,0,1
22730,545,360,skip,4,0,1
22731,914,256,view_detail,87,0,0
22732,757,446,skip,5,1,1
22733,405,402,view_detail,16,1,1
22734,687,411,save,61,0,1
22735,407,26,skip,1,0,0
22736,82,309,skip,4,0,0
22737,702,179,view_detail,34,0,1
22738,781,55,save,62,1,1
22739,923,77,view_detail,47,1,0
22740,145,298,skip,5,0,0
22741,829,117,save,31,1,3
22742,450,346,skip,3,0,0
22743,19,386,save,86,1,1
22744,856,132,skip,5,0,0
22745,101,443,skip,4,0,0
22746,433,301,skip,2,1,1
22747,871,186,view_detail,40,0,2
22748,630,271,skip,4,0,1
22749,286,279,skip,3,0,0
22750,916,8,skip,3,1,1
22751,65,376,like,24,0,1
22752,777,68,view_detail,32,0,0
22753,947,168,skip,1,1,1
22754,834,256,like,20,0,0
22755,571,111,save,55,0,0
22756,931,199,skip,1,0,1
22757,342,429,apply,39,1,1
22758,385,70,save,39,1,0
22759,642,191,view_detail,10,2,0
22760,668,290,skip,3,0,0
22761,513,136,skip,4,1,0
22762,434,430,view_detail,53,0,1
22763,130,491,save,48,0,0
22764,166,45,skip,4,0,2
22765,321,38,save,7,0,0
22766,671,326,like,89,1,1
22767,728,420,view_detail,25,0,1
22768,882,63,skip,4,0,2
22769,85,315,skip,4,1,0
22770,353,182,view_detail,15,1,1
22771,891,442,skip,4,0,0
22772,68,292,skip,2,0,0
22773,109,2,skip,5,0,0
22774,392,423,apply,77,1,0
22775,177,427,apply,59,0,1
22776,823,345,view_detail,26,0,0
22777,176,140,skip,3,0,1
22778,391,387,view_detail,14,0,0
22779,296,36,view_detail,67,0,0
22780,18,413,skip,4,0,1
22781,25,364,skip,1,1,0
22782,40,153,view_detail,39,0,2
22783,949,408,view_detail,25,1,0
22784,152,297,save,68,1,1
22785,380,5,like,10,1,0
22786,263,429,skip,3,0,0
22787,349,490,skip,4,0,1
22788,696,231,view_detail,67,1,1
22789,523,219,skip,3,1,1
22790,475,186,view_detail,58,0,1
22791,442,192,skip,1,0,1
22792,762,290,skip,3,1,1
22793,400,67,skip,1,0,0
22794,404,217,view_detail,28,0,1
22795,827,107,skip,2,0,0
22796,564,442,skip,1,0,1
22797,791,99,skip,5,0,1
22798,400,139,view_detail,73,0,1
22799,148,279,skip,5,1,1
22800,11,203,apply,49,0,2
22801,188,336,save,79,1,1
22802,57,300,view_detail,76,1,0
22803,822,353,skip,3,0,0
22804,185,241,save,78,0,1
22805,257,344,skip,4,0,0
22806,251,229,skip,1,1,0
22807,684,110,view_detail,74,0,1
22808,488,19,skip,3,2,0
22809,336,146,skip,3,0,2
22810,549,12,like,52,0,1
22811,327,265,view_detail,73,1,2
22812,900,159,apply,25,0,1
22813,531,65,skip,1,0,0
22814,917,377,view_detail,69,0,1
22815,230,59,save,9,0,1
22816,992,393,view_detail,74,0,0
22817,432,186,apply,30,0,2
22818,626,477,save,61,0,0
22819,789,269,skip,1,0,1
22820,894,142,skip,4,0,2
22821,160,234,skip,3,0,1
22822,993,350,save,58,1,0
22823,164,332,skip,5,0,1
22824,687,348,skip,2,1,1
22825,914,209,view_detail,15,0,1
22826,146,64,view_detail,41,1,0
22827,340,235,skip,4,0,0
22828,4,39,skip,3,0,0
22829,763,423,view_detail,74,1,0
22830,513,399,skip,2,0,1
22831,936,137,view_detail,43,1,0
22832,205,222,like,38,0,2
22833,797,403,skip,3,0,2
22834,657,300,skip,5,0,0
22835,439,481,skip,1,0,0
22836,564,305,like,8,0,1
22837,608,440,view_detail,47,0,0
22838,333,32,like,64,0,1
22839,3,224,view_detail,88,0,0
22840,131,201,view_detail,21,1,0
22841,67,66,view_detail,8,0,1
22842,483,461,like,54,1,2
22843,54,77,view_detail,52,0,1
22844,786,471,view_detail,47,0,0
22845,629,226,skip,4,0,0
22846,938,94,skip,1,0,0
22847,793,445,skip,3,0,0
22848,491,9,view_detail,50,0,0
22849,290,270,skip,2,1,1
22850,348,361,view_detail,81,1,0
22851,724,115,skip,1,0,2
22852,43,227,skip,4,1,1
22853,408,103,view_detail,90,0,1
22854,81,400,skip,3,1,1
22855,110,471,like,20,1,1
22856,516,488,skip,4,0,0
22857,359,307,skip,2,0,1
22858,936,184,skip,1,1,1
22859,99,116,skip,2,0,1
22860,393,49,like,32,1,1
22861,111,347,skip,2,0,0
22862,515,241,like,24,0,1
22863,894,347,skip,3,0,0
22864,711,160,view_detail,52,0,1
22865,788,150,skip,4,0,0
22866,611,79,apply,39,0,0
22867,135,9,skip,4,0,1
22868,844,136,like,62,1,0
22869,639,82,like,67,0,1
22870,836,312,skip,5,1,0
22871,291,101,skip,5,0,0
22872,166,393,skip,3,0,0
22873,771,376,view_detail,39,0,1
22874,641,441,like,68,1,0
22875,699,155,skip,5,0,0
22876,851,61,skip,5,0,0
22877,113,248,like,10,1,1
22878,779,328,skip,2,2,0
22879,869,469,view_detail,16,1,0
22880,472,274,save,66,0,1
22881,442,187,view_detail,28,0,0
22882,182,495,skip,4,0,0
22883,951,248,skip,3,0,1
22884,934,40,skip,5,0,0
22885,505,326,view_detail,48,0,1
22886,500,126,skip,1,1,1
22887,152,282,save,86,1,2
22888,126,500,view_detail,14,0,1
22889,128,212,view_detail,34,0,0
22890,831,351,view_detail,37,0,0
22891,423,343,like,49,1,1
22892,969,182,skip,5,0,2
22893,89,114,view_detail,48,0,0
22894,526,399,save,60,1,2
22895,653,40,save,42,0,1
22896,612,169,apply,38,1,0
22897,930,340,skip,2,0,2
22898,283,157,view_detail,59,0,0
22899,603,129,skip,4,0,0
22900,508,102,like,37,1,0
22901,246,120,like,77,0,0
22902,581,322,skip,5,0,0
22903,935,282,like,41,0,0
22904,126,413,skip,1,0,2
22905,902,461,view_detail,34,0,1
22906,497,266,skip,4,1,0
22907,515,216,like,9,1,0
22908,411,120,save,34,0,1
22909,337,378,skip,5,0,1
22910,421,283,skip,4,0,1
22911,345,312,view_detail,57,0,0
22912,7,10,apply,75,0,0
22913,462,474,view_detail,51,0,1
22914,710,16,view_detail,84,0,1
22915,509,350,skip,4,0,0
22916,338,127,like,76,2,0
22917,519,34,like,88,1,1
22918,223,334,view_detail,51,0,1
22919,345,330,view_detail,40,0,2
22920,85,319,view_detail,55,0,0
22921,336,286,skip,4,1,1
22922,480,377,view_detail,18,0,1
22923,451,283,like,12,0,1
22924,112,44,skip,1,1,0
22925,787,190,apply,35,1,1
22926,900,27,skip,4,1,0
22927,840,224,like,58,0,1
22928,294,466,view_detail,7,0,0
22929,479,270,skip,4,1,0
22930,969,493,skip,1,0,0
22931,275,447,view_detail,26,1,1
22932,371,204,view_detail,57,1,2
22933,786,161,skip,5,0,1
22934,948,74,apply,46,1,0
22935,377,496,skip,4,1,1
22936,343,423,skip,4,0,0
22937,108,333,view_detail,40,0,0
22938,672,90,skip,4,1,0
22939,210,18,view_detail,39,0,0
22940,522,391,skip,2,1,0
22941,573,192,apply,90,0,0
22942,345,208,save,27,0,1
22943,485,354,apply,25,0,0
22944,98,218,skip,2,0,1
22945,29,474,skip,3,0,1
22946,545,280,skip,1,0,1
22947,683,185,apply,24,1,0
22948,516,268,view_detail,59,0,1
22949,727,40,skip,4,1,0
22950,318,195,skip,5,1,0
22951,516,383,save,49,0,0
22952,241,213,view_detail,79,0,0
22953,948,130,save,10,2,0
22954,942,53,view_detail,26,1,0
22955,31,470,skip,4,0,0
22956,766,313,like,32,0,0
22957,936,482,view_detail,19,0,1
22958,974,233,view_detail,43,0,1
22959,132,21,view_detail,75,0,1
22960,959,223,skip,2,0,0
22961,546,397,skip,4,0,0
22962,670,127,save,66,0,1
22963,567,246,skip,2,0,0
22964,829,73,skip,4,0,1
22965,522,26,skip,3,0,1
22966,904,210,skip,1,0,0
22967,135,261,skip,4,0,1
22968,347,383,skip,1,1,3
22969,82,272,save,78,0,0
22970,219,246,skip,3,0,1
22971,46,467,view_detail,12,0,1
22972,578,172,skip,4,0,0
22973,822,449,like,88,0,1
22974,688,429,apply,7,1,0
22975,849,499,like,20,0,1
22976,49,4,view_detail,48,1,1
22977,837,400,skip,3,0,1
22978,802,173,view_detail,81,0,1
22979,392,381,save,25,1,2
22980,853,350,like,35,1,0
22981,228,274,skip,3,0,1
22982,295,439,skip,3,1,0
22983,132,395,skip,4,0,0
22984,220,308,skip,5,0,0
22985,283,229,apply,53,1,0
22986,173,193,skip,1,0,1
22987,684,2,skip,2,0,0
22988,963,387,skip,4,0,1
22989,153,139,skip,5,0,0
22990,538,374,skip,2,0,0
22991,384,33,skip,1,1,0
22992,390,269,skip,3,1,1
22993,672,295,apply,75,2,0
22994,194,388,skip,2,0,1
22995,147,27,skip,1,1,1
22996,802,36,skip,3,1,0
22997,564,225,skip,3,0,0
22998,765,3,skip,4,0,0
22999,814,379,skip,5,0,0
23000,736,302,view_detail,75,0,1
23001,984,344,skip,3,0,0
23002,79,411,skip,1,0,1
23003,349,15,skip,3,0,1
23004,918,123,view_detail,33,1,1
23005,726,220,view_detail,24,0,1
23006,877,42,like,72,0,1
23007,746,92,skip,4,1,1
23008,338,393,skip,2,0,0
23009,624,395,view_detail,24,0,0
23010,569,237,skip,1,0,1
23011,394,332,view_detail,79,2,2
23012,385,274,skip,2,1,0
23013,504,34,view_detail,20,0,0
23014,822,101,view_detail,81,0,2
23015,656,185,like,69,0,1
23016,256,100,view_detail,59,0,2
23017,752,213,skip,5,0,1
23018,499,106,view_detail,57,0,1
23019,303,465,view_detail,20,0,2
23020,155,47,skip,5,0,0
23021,653,41,view_detail,56,0,0
23022,195,253,view_detail,23,0,0
23023,11,264,skip,2,0,1
23024,887,410,view_detail,55,0,1
23025,228,126,view_detail,90,1,1
23026,952,205,save,14,0,0
23027,381,76,skip,1,0,2
23028,768,344,skip,2,1,0
23029,639,79,skip,4,0,1
23030,380,136,apply,46,0,0
23031,104,45,like,25,0,1
23032,591,5,apply,6,1,0
23033,934,397,like,56,0,2
23034,318,145,like,81,0,0
23035,565,88,skip,2,3,2
23036,785,347,view_detail,21,0,1
23037,644,47,skip,1,0,0
23038,584,35,like,20,0,0
23039,500,190,skip,3,0,0
23040,614,88,apply,71,0,1
23041,749,161,view_detail,90,0,1
23042,744,454,like,26,0,0
23043,775,166,like,46,1,2
23044,955,378,skip,5,0,1
23045,453,23,skip,4,1,0
23046,681,50,save,36,1,0
23047,749,430,skip,2,0,1
23048,582,270,view_detail,76,3,1
23049,399,333,skip,5,0,0
23050,714,66,skip,2,1,2
23051,293,250,skip,4,1,1
23052,184,253,skip,5,0,1
23053,390,242,skip,1,0,0
23054,214,288,skip,1,1,0
23055,488,455,apply,43,0,0
23056,751,103,like,77,1,0
23057,944,195,save,31,0,2
23058,929,125,save,64,0,0
23059,292,91,skip,2,0,0
23060,462,401,skip,3,1,0
23061,196,350,view_detail,83,0,0
23062,349,30,skip,4,0,0
23063,223,465,view_detail,87,0,1
23064,160,374,apply,16,0,1
23065,877,129,view_detail,60,0,1
23066,787,483,like,77,0,2
23067,649,258,save,35,1,2
23068,330,9,view_detail,80,0,0
23069,729,70,skip,2,0,1
23070,730,294,skip,3,1,1
23071,422,167,skip,2,0,0
23072,312,446,skip,5,0,0
23073,777,429,view_detail,27,0,1
23074,654,342,view_detail,58,0,0
23075,546,66,skip,3,0,0
23076,831,459,save,46,0,1
23077,247,462,skip,1,0,0
23078,223,267,view_detail,84,1,2
23079,982,202,skip,1,0,2
23080,994,74,skip,3,2,0
23081,133,72,skip,2,0,0
23082,337,309,skip,3,0,0
23083,982,131,view_detail,89,0,1
23084,799,275,apply,11,1,0
23085,781,292,skip,4,1,0
23086,922,25,apply,59,1,1
23087,245,206,view_detail,63,0,0
23088,246,13,apply,43,0,2
23089,354,115,skip,2,0,3
23090,817,411,view_detail,78,0,1
23091,892,198,like,83,2,1
23092,971,182,like,56,0,1
23093,288,341,skip,5,0,2
23094,170,144,view_detail,26,0,1
23095,873,418,like,42,0,1
23096,882,498,skip,3,0,0
23097,755,339,skip,1,1,0
23098,71,451,view_detail,67,0,1
23099,781,208,skip,1,1,1
23100,603,66,skip,3,1,1
23101,809,192,view_detail,10,3,0
23102,487,467,view_detail,31,1,0
23103,691,220,apply,37,0,1
23104,250,260,skip,1,0,0
23105,743,293,view_detail,58,1,1
23106,868,318,skip,3,0,1
23107,277,224,skip,4,0,0
23108,847,472,save,21,0,1
23109,125,352,skip,2,0,1
23110,268,470,apply,84,0,0
23111,815,289,skip,1,0,1
23112,599,36,view_detail,73,0,0
23113,422,141,skip,3,0,1
23114,318,152,skip,5,0,1
23115,199,52,like,69,0,0
23116,165,409,apply,85,1,0
23117,245,245,skip,2,0,0
23118,274,466,skip,3,1,1
23119,517,167,skip,3,0,1
23120,259,130,view_detail,15,0,2
23121,55,187,apply,69,1,1
23122,268,269,skip,4,1,1
23123,26,329,skip,5,0,1
23124,537,321,like,13,0,2
23125,325,394,skip,4,0,2
23126,117,362,skip,2,1,1
23127,826,209,skip,4,0,1
23128,565,283,view_detail,6,0,0
23129,326,147,skip,1,0,0
23130,635,194,view_detail,88,0,0
23131,4,294,skip,1,0,0
23132,6,81,skip,5,2,0
23133,50,142,view_detail,16,0,2
23134,535,310,apply,52,0,2
23135,655,266,skip,3,0,1
23136,782,120,skip,1,1,0
23137,534,429,like,15,0,1
23138,54,233,skip,2,0,0
23139,11,176,skip,1,0,1
23140,251,22,skip,5,0,1
23141,277,66,apply,46,0,0
23142,822,153,skip,4,0,0
23143,414,368,apply,75,0,1
23144,594,430,like,7,0,0
23145,985,156,skip,2,1,0
23146,855,291,skip,4,1,0
23147,705,380,skip,1,0,0
23148,797,303,view_detail,81,1,0
23149,255,105,view_detail,27,0,0
23150,971,417,skip,4,0,0
23151,161,196,skip,5,0,0
23152,614,409,skip,2,0,1
23153,749,70,skip,2,1,0
23154,877,161,skip,5,1,0
23155,342,350,skip,2,1,0
23156,412,74,skip,5,0,0
23157,928,406,view_detail,80,0,2
23158,398,174,like,32,0,1
23159,141,45,view_detail,65,0,2
23160,672,341,skip,3,0,1
23161,98,412,skip,4,1,0
23162,922,147,save,80,1,0
23163,857,97,skip,1,0,1
23164,110,458,apply,30,0,1
23165,991,82,skip,2,1,0
23166,935,238,view_detail,55,0,0
23167,642,253,skip,1,0,0
23168,361,426,save,66,1,0
23169,280,322,save,55,0,0
23170,143,431,like,11,2,0
23171,29,78,skip,5,0,1
23172,517,55,view_detail,87,0,0
23173,173,49,save,80,2,0
23174,396,500,save,37,0,1
23175,192,28,skip,3,0,1
23176,353,409,save,18,0,3
23177,410,209,apply,70,0,2
23178,223,151,view_detail,67,0,2
23179,399,295,apply,74,0,2
23180,188,186,skip,4,1,2
23181,643,419,skip,2,1,0
23182,33,304,save,31,0,2
23183,485,246,skip,2,0,2
23184,783,137,skip,4,2,1
23185,59,207,skip,4,0,1
23186,205,202,like,54,0,2
23187,525,3,like,71,0,2
23188,980,325,skip,2,0,1
23189,598,97,skip,3,0,0
23190,131,313,skip,3,1,0
23191,220,450,skip,3,0,0
23192,609,16,save,44,0,1
23193,196,348,save,53,0,0
23194,220,407,skip,1,0,0
23195,390,401,like,83,0,0
23196,653,180,like,85,0,1
23197,333,379,skip,4,1,2
23198,230,74,skip,3,0,1
23199,96,57,skip,4,1,0
23200,6,121,like,75,0,2
23201,91,39,view_detail,59,0,2
23202,401,321,skip,5,0,1
23203,250,278,view_detail,73,1,0
23204,304,408,apply,30,1,1
23205,808,421,view_detail,30,1,1
23206,236,123,apply,77,0,0
23207,945,463,view_detail,55,0,1
23208,103,163,view_detail,45,0,1
23209,996,78,save,79,1,1
23210,991,207,skip,5,1,0
23211,126,197,apply,40,0,1
23212,862,448,apply,39,0,0
23213,552,169,skip,5,0,0
23214,15,450,view_detail,45,1,0
23215,910,308,skip,5,0,2
23216,139,252,like,89,0,0
23217,912,222,like,53,0,1
23218,368,6,skip,4,1,0
23219,285,376,skip,2,0,1
23220,43,127,skip,5,0,1
23221,398,293,save,82,1,1
23222,772,475,skip,4,0,1
23223,904,126,skip,1,0,0
23224,715,102,skip,2,0,1
23225,563,355,skip,1,0,0
23226,442,449,save,44,1,1
23227,384,217,view_detail,36,1,1
23228,462,280,view_detail,80,1,0
23229,374,353,skip,4,0,0
23230,388,305,like,80,0,0
23231,700,197,skip,1,0,0
23232,748,10,save,31,2,1
23233,672,407,apply,23,0,0
23234,319,216,save,71,1,0
23235,719,315,skip,5,1,0
23236,225,473,skip,1,0,1
23237,673,48,skip,5,0,2
23238,710,37,apply,16,1,1
23239,508,294,apply,69,1,1
23240,973,442,view_detail,46,1,0
23241,617,194,skip,1,2,1
23242,857,152,view_detail,87,0,0
23243,279,363,skip,2,0,0
23244,46,229,skip,3,0,2
23245,355,431,view_detail,46,0,0
23246,289,483,view_detail,81,0,0
23247,682,431,apply,48,2,1
23248,913,138,view_detail,21,0,1
23249,828,184,view_detail,74,1,0
23250,218,139,like,9,0,0
23251,486,47,skip,5,1,0
23252,802,305,skip,2,0,1
23253,274,180,skip,3,1,1
23254,350,395,skip,1,0,0
23255,180,229,view_detail,66,0,1
23256,831,311,view_detail,75,1,0
23257,267,398,skip,5,1,1
23258,149,451,apply,51,0,0
23259,86,464,view_detail,28,0,1
23260,15,126,skip,1,0,1
23261,125,354,view_detail,67,0,0
23262,822,418,skip,4,0,2
23263,771,402,view_detail,68,0,0
23264,496,213,skip,1,0,0
23265,600,111,skip,3,0,1
23266,676,55,skip,4,0,0
23267,183,487,skip,1,0,0
23268,824,143,view_detail,65,1,0
23269,546,280,skip,4,0,0
23270,748,300,skip,3,0,0
23271,695,463,skip,2,0,1
23272,430,408,skip,5,2,2
23273,525,55,view_detail,18,0,0
23274,640,393,skip,5,1,0
23275,365,86,view_detail,65,0,0
23276,133,414,view_detail,8,0,1
23277,403,37,skip,5,1,2
23278,396,281,skip,5,0,1
23279,47,23,save,48,0,0
23280,783,326,skip,3,0,1
23281,983,480,like,15,1,1
23282,811,19,like,83,0,1
23283,456,86,view_detail,19,0,1
23284,19,226,view_detail,34,0,0
23285,268,95,like,86,1,0
23286,285,419,view_detail,27,0,0
23287,638,168,like,80,0,1
23288,154,66,skip,5,0,0
23289,367,471,save,28,1,1
23290,922,239,skip,3,0,1
23291,599,102,skip,5,1,0
23292,876,212,skip,5,0,0
23293,357,360,skip,1,0,1
23294,929,191,like,52,1,1
23295,763,330,save,86,1,0
23296,771,314,like,44,0,2
23297,876,40,apply,74,0,1
23298,401,90,like,60,2,0
23299,197,41,view_detail,75,0,0
23300,52,303,view_detail,84,2,0
23301,903,108,save,71,0,1
23302,856,366,view_detail,79,0,1
23303,239,360,skip,4,0,0
23304,657,14,skip,3,0,1
23305,213,154,skip,5,0,1
23306,213,139,skip,3,0,0
23307,418,38,save,73,1,2
23308,303,430,skip,1,0,2
23309,117,185,save,26,1,0
23310,419,343,view_detail,33,2,1
23311,566,409,view_detail,53,0,1
23312,87,232,skip,4,1,1
23313,956,265,view_detail,83,1,1
23314,241,134,like,88,1,0
23315,660,198,skip,2,0,1
23316,201,400,save,21,0,0
23317,971,285,view_detail,24,0,2
23318,712,220,view_detail,84,0,1
23319,51,163,skip,1,0,1
23320,992,237,save,42,1,1
23321,499,349,like,80,0,0
23322,178,229,skip,2,1,0
23323,103,298,skip,1,0,1
23324,959,126,like,8,0,1
23325,870,452,view_detail,22,0,2
23326,31,142,skip,5,0,1
23327,355,222,save,9,1,1
23328,428,345,skip,1,0,0
23329,116,424,skip,5,0,2
23330,674,178,save,83,0,1
23331,457,203,save,11,1,2
23332,142,61,like,81,0,1
23333,645,105,skip,5,0,1
23334,630,190,skip,5,1,1
23335,484,151,skip,2,1,2
23336,942,454,skip,5,0,0
23337,89,411,skip,2,0,2
23338,758,135,skip,1,0,0
23339,46,454,like,25,0,0
23340,250,259,view_detail,78,1,1
23341,675,331,view_detail,68,0,1
23342,352,485,skip,4,1,0
23343,295,392,skip,5,0,1
23344,950,317,view_detail,53,0,0
23345,816,460,skip,5,0,1
23346,85,279,save,74,0,0
23347,688,488,skip,3,0,0
23348,309,130,save,54,0,1
23349,508,327,skip,3,0,0
23350,926,433,view_detail,52,0,0
23351,383,72,view_detail,30,0,1
23352,539,47,save,46,1,1
23353,805,50,save,31,1,0
23354,925,295,view_detail,40,2,2
23355,943,434,like,8,0,1
23356,915,424,skip,4,0,1
23357,730,289,skip,3,0,0
23358,272,196,skip,4,0,0
23359,388,450,skip,3,1,0
23360,50,238,save,15,0,1
23361,329,257,apply,74,1,0
23362,172,300,skip,2,1,0
23363,990,68,view_detail,48,1,1
23364,221,73,skip,1,1,0
23365,230,42,save,20,0,1
23366,148,218,like,43,1,0
23367,907,407,save,12,1,0
23368,91,28,like,68,0,0
23369,407,481,skip,2,0,0
23370,705,224,skip,1,0,1
23371,465,258,like,30,0,1
23372,422,342,view_detail,62,1,2
23373,198,303,like,62,0,2
23374,62,413,apply,27,0,1
23375,21,291,skip,3,0,0
23376,10,160,skip,3,1,0
23377,345,431,view_detail,48,1,0
23378,826,396,view_detail,61,0,2
23379,77,52,save,17,1,0
23380,392,416,view_detail,38,0,0
23381,392,136,save,79,0,1
23382,55,350,view_detail,19,0,0
23383,396,413,apply,77,2,2
23384,19,90,like,6,0,1
23385,422,54,view_detail,43,1,1
23386,44,296,skip,1,0,0
23387,974,418,view_detail,51,1,1
