kullanici_id,etkinlik_id,zaman_farki_dk,is_swiped_right,ekranda_kalma_suresi_sn,kampus_id,bolum_kodu,sinif,kullanici_guven_puani,dinamik_ilgi_spor,dinamik_ilgi_oyun,dinamik_ilgi_akademik,etkinlik_kategorisi,etkinlik_turu,olusturan_guven_puani,etkinlik_ucreti,zaman_lokasyon
727,175,190,1,7,2,5,2,4.6,0.5224,0.317,0.1606,3,0,3.64,0,1
589,80,959,1,6,1,4,2,4.77,0.0859,0.2075,0.7066,1,0,4.04,1,1
737,187,76,1,6,2,1,1,4.71,0.083,0.5803,0.3367,1,0,4.67,1,1
605,134,371,0,2,3,9,2,4.97,0.7423,0.051,0.2067,2,0,3.21,0,0
181,95,899,0,1,3,8,3,4.98,0.7211,0.2181,0.0608,2,0,4.81,1,1
174,168,851,0,2,2,9,4,4.97,0.1056,0.5839,0.3105,3,0,3.54,1,1
354,151,506,0,3,3,9,4,4.97,0.1372,0.2875,0.5753,3,0,3.15,0,1
354,180,183,1,12,3,9,4,4.97,0.1372,0.2875,0.5753,1,0,3.91,1,1
219,4,154,0,3,2,8,1,4.62,0.5458,0.1318,0.3224,2,1,5.0,1,1
655,165,1293,1,14,3,10,4,5.0,0.5788,0.153,0.2682,1,0,3.86,1,1
315,170,903,0,4,2,4,1,4.56,0.3449,0.5794,0.0757,3,0,3.47,0,0
434,44,1302,0,2,1,9,1,4.5,0.3057,0.008,0.6863,1,1,5.0,1,0
905,125,1364,0,1,3,6,4,4.86,0.4786,0.5199,0.0015,3,0,4.87,1,1
282,42,1047,0,3,3,7,4,4.83,0.8233,0.0408,0.1359,2,1,5.0,0,0
259,29,526,0,2,3,2,3,4.77,0.7906,0.0805,0.12890000000000001,3,1,5.0,0,0
868,147,606,0,4,1,8,4,4.67,0.0307,0.7592,0.2101,3,0,3.37,1,1
559,160,1367,1,15,1,8,2,4.66,0.7771,0.1809,0.042,1,0,3.93,0,1
5,44,879,0,2,2,9,3,4.65,0.8026,0.1072,0.0902,1,1,5.0,1,0
574,55,1076,0,1,2,5,4,4.72,0.4915,0.2759,0.2326,3,0,4.81,1,1
980,80,339,0,3,3,9,4,4.84,0.2213,0.7678,0.0109,1,0,4.04,1,1
596,133,1065,0,4,1,3,2,4.53,0.5345,0.24,0.2255,2,0,4.55,1,0
645,113,518,0,3,2,6,4,4.86,0.286,0.3216,0.3924,1,0,3.95,1,1
394,174,407,0,3,2,5,4,4.88,0.1734,0.7335,0.0931,3,0,4.47,0,1
336,173,138,0,2,3,1,1,4.85,0.2594,0.2843,0.4563,3,0,4.17,0,1
63,21,1123,1,13,2,1,1,4.86,0.5207,0.2482,0.2311,3,1,5.0,0,0
793,78,341,0,2,2,6,3,4.97,0.1455,0.6191,0.2354,3,0,4.47,0,0
44,150,1340,1,12,3,3,4,4.91,0.4746,0.3587,0.1667,1,0,4.46,0,1
153,30,542,0,3,2,3,3,4.93,0.0163,0.9011,0.0826,1,1,5.0,0,1
926,23,225,0,4,1,5,2,4.97,0.7149,0.0566,0.2285,3,1,5.0,0,0
782,5,261,0,2,3,4,3,4.64,0.0999,0.6482,0.2519,3,1,5.0,1,0
854,63,1271,0,4,1,5,4,4.58,0.1981,0.4515,0.3504,2,0,4.64,0,1
683,59,1103,0,1,3,8,1,4.75,0.0336,0.5902,0.3762,2,0,3.25,1,0
156,82,697,0,1,2,7,1,4.87,0.1657,0.1187,0.7156,2,0,4.63,1,0
478,52,811,1,13,3,7,4,4.63,0.2905,0.269,0.4405,3,0,4.2,1,1
275,65,473,1,12,1,9,2,4.58,0.2409,0.3015,0.4576,3,0,4.72,1,0
358,39,77,0,2,3,2,2,4.97,0.8134,0.1315,0.0551,3,1,5.0,0,0
426,3,262,1,10,1,7,2,4.62,0.0236,0.0589,0.9175,3,1,5.0,0,1
532,170,1026,0,4,2,9,2,4.72,0.0486,0.5696,0.3818,3,0,3.47,0,0
483,71,17,1,9,3,2,2,4.82,0.2002,0.3089,0.4909,2,0,4.17,1,1
214,155,344,0,1,3,1,2,4.98,0.5366,0.023,0.4404,3,0,3.57,0,1
79,156,1036,0,2,2,2,2,4.93,0.1188,0.701,0.1802,2,0,4.45,1,1
139,182,940,1,5,3,10,3,4.58,0.5147,0.3065,0.1788,3,0,4.46,1,0
950,15,694,1,12,1,6,3,4.9,0.1849,0.5311,0.284,2,1,5.0,1,0
98,181,846,0,4,3,9,2,4.63,0.0172,0.7811,0.2017,2,0,3.08,0,0
889,72,1031,1,11,1,1,2,4.87,0.6532,0.2443,0.1025,2,0,3.53,1,1
664,70,246,1,8,1,7,4,4.84,0.4461,0.4948,0.0591,2,0,4.53,1,1
198,4,986,1,11,2,1,4,4.72,0.621,0.1217,0.2573,2,1,5.0,1,1
785,94,1181,1,11,1,5,4,4.67,0.2203,0.4807,0.299,1,0,4.92,0,0
156,145,174,0,1,2,7,1,4.87,0.1657,0.1187,0.7156,3,0,3.66,1,0
50,34,846,1,8,2,6,4,4.95,0.648,0.049,0.303,3,1,5.0,1,0
479,124,693,1,13,3,5,2,4.72,0.274,0.0554,0.6706,3,0,4.18,0,0
228,134,1009,0,1,1,10,4,4.74,0.1876,0.1178,0.6946,2,0,3.21,0,0
951,36,281,1,6,2,7,1,4.92,0.6867,0.1766,0.1367,2,1,5.0,0,1
457,99,1333,1,15,2,10,2,4.56,0.0492,0.0674,0.8834,3,0,3.64,0,0
522,167,990,0,3,2,4,1,4.72,0.1235,0.6647,0.2118,3,0,3.56,1,0
149,80,237,0,2,2,7,1,4.93,0.1886,0.3311,0.4803,1,0,4.04,1,1
58,66,157,0,3,2,3,1,4.51,0.0169,0.724,0.2591,3,0,3.43,1,1
162,136,1275,0,4,3,4,1,4.64,0.2363,0.21,0.5537,3,0,3.34,1,1
863,143,1023,1,7,3,6,1,4.94,0.0497,0.7656,0.1847,2,0,3.6,0,0
477,191,1245,0,1,1,1,3,4.68,0.2792,0.5546,0.1662,2,0,3.23,0,0
107,91,338,0,4,2,3,2,4.86,0.1356,0.2295,0.6349,3,0,3.2,0,0
427,80,1247,1,6,1,2,2,4.55,0.0851,0.3823,0.5326,1,0,4.04,1,1
395,193,1235,1,13,1,8,4,4.62,0.2636,0.7079,0.0285,3,0,4.33,0,0
801,59,337,0,3,2,9,4,4.5,0.4091,0.0731,0.5178,2,0,3.25,1,0
186,10,1158,0,2,2,10,3,4.66,0.749,0.2086,0.0424,3,1,5.0,1,0
558,7,771,1,12,2,6,4,4.82,0.3647,0.3511,0.2842,2,1,5.0,0,0
957,112,495,0,2,2,1,3,4.55,0.1102,0.1446,0.7452,1,0,3.38,0,0
446,76,547,0,4,3,2,1,4.5,0.4354,0.0922,0.4724,3,0,4.87,0,1
641,12,1207,1,15,2,4,1,4.76,0.5509,0.0015,0.4476,2,1,5.0,0,0
917,79,161,1,11,3,4,2,4.57,0.526,0.3189,0.1551,2,0,4.73,0,1
830,46,605,0,4,3,4,2,4.86,0.5944,0.2652,0.1404,3,1,5.0,1,1
448,32,387,0,2,1,4,1,4.99,0.1573,0.5136,0.3291,2,1,5.0,1,0
87,160,1221,0,1,2,9,4,4.84,0.4441,0.0538,0.5021,1,0,3.93,0,1
249,115,988,1,13,2,3,4,4.97,0.0867,0.7543,0.159,2,0,3.72,0,1
841,114,1376,0,1,1,5,2,4.56,0.7022,0.086,0.2118,2,0,3.72,1,1
440,126,234,1,8,2,4,3,4.89,0.8992,0.0582,0.0426,2,0,4.45,1,1
257,90,1433,1,8,3,1,4,4.73,0.1854,0.7626,0.052000000000000005,1,0,3.9,0,1
277,61,1300,0,2,3,2,2,4.91,0.6097,0.2744,0.1159,3,0,3.42,0,0
790,197,711,1,15,3,7,2,4.73,0.3214,0.1652,0.5134,2,0,3.63,1,0
438,61,459,0,4,3,6,1,4.76,0.4746,0.1672,0.3582,3,0,3.42,0,0
516,102,413,0,1,3,6,3,4.72,0.2132,0.529,0.2578,3,0,3.77,1,1
577,114,1042,0,3,3,8,3,4.8,0.5601,0.3181,0.1218,2,0,3.72,1,1
947,174,72,0,4,2,1,2,4.61,0.5978,0.1941,0.2081,3,0,4.47,0,1
202,196,378,1,9,2,6,2,4.71,0.1107,0.1532,0.7361,3,0,3.39,1,0
575,92,682,0,1,1,4,4,4.73,0.2195,0.0647,0.7158,3,0,3.03,1,0
655,183,834,1,14,3,10,4,5.0,0.5788,0.153,0.2682,2,0,4.06,0,1
756,129,1379,0,3,2,10,4,4.71,0.3212,0.2884,0.3904,2,0,4.21,1,0
804,107,151,0,4,3,10,3,4.71,0.3148,0.6064,0.0788,2,0,3.23,1,1
797,195,1285,1,15,2,3,1,4.52,0.4278,0.408,0.1642,1,0,4.76,1,1
180,49,1104,1,11,3,10,3,4.6,0.2782,0.5864,0.1354,2,1,5.0,1,1
686,25,1130,0,2,2,4,2,4.51,0.4899,0.2749,0.2352,1,1,5.0,0,0
325,16,1427,0,4,1,6,1,4.97,0.8282,0.152,0.0198,2,1,5.0,0,1
925,141,720,0,1,3,7,2,4.97,0.5391,0.2017,0.2592,3,0,3.58,0,0
623,180,130,0,2,1,1,3,4.75,0.1208,0.4928,0.3864,1,0,3.91,1,1
687,108,1195,1,13,1,9,2,4.72,0.5525,0.4138,0.0337,1,0,3.91,0,0
475,164,406,0,2,3,5,2,4.65,0.0094,0.0355,0.9551,2,0,4.64,0,0
665,200,1057,1,10,3,3,1,4.95,0.38,0.0587,0.5613,3,0,4.4,0,0
976,44,536,1,11,2,5,2,4.76,0.2847,0.2015,0.5138,1,1,5.0,1,0
400,83,197,1,12,1,5,2,4.92,0.6948,0.2773,0.0279,3,0,3.52,1,0
868,47,917,1,5,1,8,4,4.67,0.0307,0.7592,0.2101,1,1,5.0,0,1
217,124,1070,1,7,3,6,4,4.67,0.6659,0.2952,0.0389,3,0,4.18,0,0
809,80,274,0,2,3,6,1,4.82,0.1233,0.8321,0.0446,1,0,4.04,1,1
961,76,133,0,2,3,5,2,5.0,0.157,0.7526,0.0904,3,0,4.87,0,1
453,20,264,0,4,1,4,4,4.71,0.726,0.1722,0.1018,1,1,5.0,1,0
404,146,367,1,12,1,4,1,4.94,0.8351,0.0793,0.0856,3,0,3.56,1,0
965,182,825,1,14,3,3,4,4.83,0.5457,0.3935,0.0608,3,0,4.46,1,0
932,12,5,1,12,2,2,4,4.82,0.1693,0.3236,0.5071,2,1,5.0,0,0
989,112,269,0,4,1,7,1,4.59,0.4365,0.2716,0.2919,1,0,3.38,0,0
240,153,851,0,3,2,2,1,4.79,0.6988,0.0277,0.2735,2,0,3.48,0,0
738,60,733,0,2,2,2,2,4.73,0.3305,0.0037,0.6658,2,0,4.53,0,1
186,75,1370,0,4,2,10,3,4.66,0.749,0.2086,0.0424,2,0,4.24,1,0
48,110,69,0,4,3,7,3,4.85,0.2172,0.5148,0.268,3,0,4.16,0,1
978,34,800,0,3,1,8,2,4.54,0.5548,0.0419,0.4033,3,1,5.0,1,0
386,141,358,1,15,1,8,4,4.62,0.3779,0.0467,0.5754,3,0,3.58,0,0
208,166,1410,1,10,1,3,2,4.52,0.1727,0.3402,0.4871,3,0,3.38,1,1
157,140,325,1,8,3,3,2,4.9,0.0709,0.9256,0.0034999999999999996,3,0,4.75,1,1
225,36,751,1,14,1,6,2,4.83,0.0617,0.5485,0.3898,2,1,5.0,0,1
144,28,1203,0,1,2,9,2,4.55,0.0727,0.0901,0.8372,3,1,5.0,1,1
419,39,256,1,6,1,2,4,4.92,0.5953,0.2895,0.1152,3,1,5.0,0,0
111,77,419,0,1,1,9,2,4.55,0.235,0.7573,0.0077,2,0,3.41,0,1
830,171,211,0,1,3,4,2,4.86,0.5944,0.2652,0.1404,2,0,3.25,0,0
875,104,911,0,1,3,3,1,4.6,0.1649,0.6978,0.1373,2,0,3.09,0,1
874,91,584,0,2,1,5,1,4.76,0.0905,0.3743,0.5352,3,0,3.2,0,0
465,115,1391,1,15,1,3,4,4.64,0.1398,0.5513,0.3089,2,0,3.72,0,1
132,159,577,0,4,2,4,4,4.63,0.3267,0.0909,0.5824,2,0,4.17,1,0
625,2,166,0,4,3,5,3,4.87,0.1825,0.4757,0.3418,3,1,5.0,0,1
836,117,214,0,4,2,6,1,4.81,0.0442,0.7349,0.2209,3,0,4.17,0,1
947,82,529,0,1,2,1,2,4.61,0.5978,0.1941,0.2081,2,0,4.63,1,0
601,90,1197,1,7,2,3,2,4.89,0.6387,0.2725,0.0888,1,0,3.9,0,1
673,42,1153,1,10,3,4,2,4.76,0.1552,0.8368,0.008,2,1,5.0,0,0
334,31,3,1,5,2,1,4,4.98,0.3747,0.1299,0.4954,1,1,5.0,1,0
920,61,895,0,3,2,3,2,4.59,0.6305,0.3512,0.0183,3,0,3.42,0,0
75,102,896,0,1,1,8,3,4.69,0.1137,0.53,0.3563,3,0,3.77,1,1
793,56,1094,1,12,2,6,3,4.97,0.1455,0.6191,0.2354,3,0,4.43,1,0
412,83,52,0,3,2,5,2,4.79,0.0205,0.6822,0.2973,3,0,3.52,1,0
519,128,437,0,3,3,6,4,4.56,0.1796,0.1653,0.6551,3,0,4.82,1,1
625,14,1402,0,4,3,5,3,4.87,0.1825,0.4757,0.3418,2,1,5.0,1,1
36,14,1022,0,4,3,8,1,4.63,0.1289,0.2376,0.6335,2,1,5.0,1,1
778,157,94,1,10,3,9,4,4.62,0.0286,0.4311,0.5403,1,0,4.89,0,1
625,178,587,0,3,3,5,3,4.87,0.1825,0.4757,0.3418,3,0,4.83,0,1
804,50,603,0,4,3,10,3,4.71,0.3148,0.6064,0.0788,2,1,5.0,1,0
223,191,86,0,4,2,8,4,4.87,0.4252,0.2638,0.311,2,0,3.23,0,0
723,101,518,1,7,1,9,2,4.81,0.4433,0.0595,0.4972,2,0,4.6,0,0
530,193,742,1,13,1,9,3,4.95,0.2213,0.2387,0.54,3,0,4.33,0,0
241,68,430,0,1,2,4,3,4.84,0.912,0.0655,0.0225,1,0,3.17,0,1
134,71,863,1,14,1,5,3,4.55,0.3656,0.0283,0.6061,2,0,4.17,1,1
732,11,829,0,2,3,7,2,4.67,0.5365,0.0768,0.3867,1,1,5.0,1,0
391,14,43,1,15,1,1,1,4.67,0.1618,0.6698,0.1684,2,1,5.0,1,1
102,106,1394,1,15,2,10,4,4.73,0.1682,0.2146,0.6172,2,0,3.9,1,0
652,104,404,0,3,3,8,4,4.76,0.1274,0.6135,0.2591,2,0,3.09,0,1
681,131,1327,1,11,3,4,2,4.9,0.5485,0.2377,0.2138,2,0,4.11,1,0
498,128,1206,0,3,3,3,4,4.93,0.5832,0.3219,0.0949,3,0,4.82,1,1
511,8,169,0,4,1,10,4,4.59,0.1449,0.366,0.4891,3,1,5.0,1,0
703,171,203,0,3,1,1,3,4.63,0.4198,0.5103,0.0699,2,0,3.25,0,0
994,137,706,0,4,3,7,4,4.7,0.8065,0.1321,0.061399999999999996,2,0,3.89,1,1
537,19,543,1,10,1,7,2,4.9,0.0841,0.2455,0.6704,3,1,5.0,0,1
977,140,102,0,3,3,10,4,4.52,0.5019,0.1787,0.3194,3,0,4.75,1,1
949,155,346,0,3,1,7,2,5.0,0.3018,0.1549,0.5433,3,0,3.57,0,1
545,112,603,1,15,2,9,3,4.72,0.2063,0.2994,0.4943,1,0,3.38,0,0
343,58,442,0,3,2,4,3,4.53,0.4687,0.4404,0.0909,2,0,4.33,1,1
841,25,250,1,6,1,5,2,4.56,0.7022,0.086,0.2118,1,1,5.0,0,0
6,45,1207,1,8,3,6,2,4.97,0.1547,0.2771,0.5682,3,1,5.0,1,1
958,102,1326,0,2,2,3,4,4.85,0.5134,0.3912,0.0954,3,0,3.77,1,1
194,48,878,0,2,2,7,1,4.81,0.0619,0.1273,0.8108,1,1,5.0,0,1
742,50,1304,0,3,1,10,3,4.54,0.3004,0.0135,0.6861,2,1,5.0,1,0
137,81,1113,0,4,1,6,3,4.59,0.8308,0.0337,0.1355,2,0,4.34,1,1
835,44,1309,0,1,2,2,1,4.53,0.2029,0.7439,0.0532,1,1,5.0,1,0
912,59,671,0,1,2,8,3,4.74,0.4185,0.3781,0.2034,2,0,3.25,1,0
473,161,1154,1,14,3,1,2,4.71,0.052,0.1686,0.7794,1,0,4.64,1,0
216,103,248,0,1,2,1,2,4.52,0.5206,0.2119,0.2675,2,0,3.84,0,1
349,78,652,1,12,2,10,1,4.7,0.6399,0.282,0.0781,3,0,4.47,0,0
876,156,901,1,14,2,8,3,4.88,0.726,0.0204,0.2536,2,0,4.45,1,1
183,18,1213,1,7,3,10,4,4.99,0.0612,0.5656,0.3732,2,1,5.0,0,0
168,183,91,1,5,2,5,4,4.65,0.2724,0.1314,0.5962,2,0,4.06,0,1
794,161,568,1,5,2,8,4,4.99,0.3034,0.3274,0.3692,1,0,4.64,1,0
38,116,1189,0,4,2,1,2,4.6,0.0392,0.5924,0.3684,3,0,4.06,0,1
675,106,548,0,3,3,1,4,4.66,0.8224,0.016,0.1616,2,0,3.9,1,0
471,143,1354,0,4,1,2,1,4.93,0.3473,0.1789,0.4738,2,0,3.6,0,0
452,189,80,0,1,3,10,2,4.91,0.3209,0.1656,0.5135,3,0,4.21,0,1
955,11,934,0,2,1,2,4,4.96,0.6753,0.1958,0.1289,1,1,5.0,1,0
490,164,981,1,6,3,2,2,4.59,0.1276,0.4998,0.3726,2,0,4.64,0,0
142,143,870,0,1,3,5,1,4.61,0.4432,0.0385,0.5183,2,0,3.6,0,0
760,181,169,1,13,1,2,3,4.73,0.3954,0.5633,0.0413,2,0,3.08,0,0
943,62,1117,1,11,1,10,3,4.55,0.6641,0.051,0.2849,1,0,3.65,0,1
103,48,624,1,7,1,3,3,4.9,0.2688,0.1443,0.5869,1,1,5.0,0,1
711,94,379,0,1,2,9,1,4.58,0.1752,0.0126,0.8122,1,0,4.92,0,0
712,143,1233,0,1,2,10,3,4.5,0.1772,0.3004,0.5224,2,0,3.6,0,0
42,191,194,1,6,1,1,2,4.55,0.1251,0.2775,0.5974,2,0,3.23,0,0
947,87,264,1,14,2,1,2,4.61,0.5978,0.1941,0.2081,2,0,4.84,1,1
147,171,1271,0,3,2,6,1,4.87,0.8759,0.0607,0.0634,2,0,3.25,0,0
66,50,521,0,4,1,4,4,4.89,0.1074,0.3238,0.5688,2,1,5.0,1,0
943,60,919,1,12,1,10,3,4.55,0.6641,0.051,0.2849,2,0,4.53,0,1
193,59,479,0,4,3,1,3,4.82,0.0461,0.7574,0.1965,2,0,3.25,1,0
298,15,1301,0,4,1,10,1,4.63,0.4592,0.4207,0.1201,2,1,5.0,1,0
38,29,1153,0,2,2,1,2,4.6,0.0392,0.5924,0.3684,3,1,5.0,0,0
502,40,1326,0,2,1,6,3,4.77,0.2972,0.3406,0.3622,1,1,5.0,1,1
653,31,574,0,1,3,4,4,4.55,0.3977,0.2114,0.3909,1,1,5.0,1,0
618,73,1384,0,4,3,6,1,4.51,0.3054,0.3565,0.3381,1,0,3.06,1,0
428,11,843,1,12,3,6,1,4.91,0.5936,0.4016,0.0048,1,1,5.0,1,0
664,81,1381,0,4,1,7,4,4.84,0.4461,0.4948,0.0591,2,0,4.34,1,1
352,62,1196,0,2,3,10,1,4.9,0.1951,0.7523,0.0526,1,0,3.65,0,1
926,136,1112,0,4,1,5,2,4.97,0.7149,0.0566,0.2285,3,0,3.34,1,1
326,51,896,0,2,3,1,4,4.53,0.2412,0.7169,0.0419,1,0,3.1,0,1
38,57,1107,1,12,2,1,2,4.6,0.0392,0.5924,0.3684,2,0,4.64,0,0
97,132,517,0,1,2,10,1,4.56,0.2675,0.708,0.0245,2,0,4.96,1,1
108,164,1024,1,10,3,10,2,4.77,0.4711,0.4055,0.1234,2,0,4.64,0,0
631,147,896,0,4,1,8,2,4.72,0.0469,0.2304,0.7227,3,0,3.37,1,1
151,24,1346,0,1,1,2,3,4.51,0.523,0.2847,0.1923,3,1,5.0,1,0
74,41,465,0,3,3,3,3,4.95,0.4974,0.2818,0.2208,1,1,5.0,0,0
57,49,613,0,3,1,5,4,4.74,0.0201,0.4323,0.5476,2,1,5.0,1,1
878,174,1165,1,10,3,3,3,4.57,0.8668,0.0031,0.1301,3,0,4.47,0,1
335,36,605,0,1,3,2,3,4.91,0.4107,0.2623,0.327,2,1,5.0,0,1
252,10,621,1,15,1,4,4,4.75,0.1908,0.0702,0.739,3,1,5.0,1,0
919,78,1000,1,14,1,2,2,4.73,0.7184,0.0988,0.1828,3,0,4.47,0,0
804,135,555,1,15,3,10,3,4.71,0.3148,0.6064,0.0788,1,0,4.56,1,1
825,140,136,1,14,3,10,1,4.57,0.5404,0.2881,0.1715,3,0,4.75,1,1
767,86,330,0,3,1,2,4,4.93,0.0532,0.1924,0.7544,2,0,4.93,0,0
254,176,955,0,3,2,10,4,4.66,0.7428,0.0786,0.1786,1,0,3.07,0,0
385,165,395,1,10,2,10,3,4.51,0.3624,0.3455,0.2921,1,0,3.86,1,1
456,164,156,1,10,1,9,2,4.84,0.0372,0.3314,0.6314,2,0,4.64,0,0
259,60,1063,1,5,3,2,3,4.77,0.7906,0.0805,0.12890000000000001,2,0,4.53,0,1
782,96,1306,0,4,3,4,3,4.64,0.0999,0.6482,0.2519,3,0,4.39,1,1
465,8,870,0,1,1,3,4,4.64,0.1398,0.5513,0.3089,3,1,5.0,1,0
34,135,538,0,1,2,3,2,4.87,0.0986,0.0276,0.8738,1,0,4.56,1,1
495,107,1070,1,9,2,10,1,4.91,0.6638,0.0049,0.3313,2,0,3.23,1,1
326,171,668,0,3,3,1,4,4.53,0.2412,0.7169,0.0419,2,0,3.25,0,0
837,58,244,0,3,2,10,2,4.99,0.4494,0.5352,0.0154,2,0,4.33,1,1
238,81,547,1,15,3,6,3,4.98,0.4366,0.3075,0.2559,2,0,4.34,1,1
691,86,450,0,2,2,5,1,4.89,0.5951,0.3084,0.0965,2,0,4.93,0,0
616,174,278,1,6,1,6,2,4.83,0.4406,0.2073,0.35209999999999997,3,0,4.47,0,1
541,34,754,1,9,1,4,2,4.93,0.4134,0.041,0.5456,3,1,5.0,1,0
739,84,406,1,10,1,1,1,4.87,0.3783,0.106,0.5157,3,0,3.59,0,0
466,117,771,1,13,1,5,4,4.88,0.6751,0.2156,0.1093,3,0,4.17,0,1
744,200,1070,0,4,2,7,3,4.58,0.202,0.7701,0.0279,3,0,4.4,0,0
304,22,749,0,2,3,8,4,4.82,0.2839,0.5305,0.1856,3,1,5.0,0,0
862,149,772,0,1,3,3,1,4.81,0.2427,0.3586,0.3987,3,0,3.55,1,0
847,15,1295,1,11,1,9,1,4.67,0.3554,0.3719,0.2727,2,1,5.0,1,0
117,133,238,0,2,2,4,3,4.68,0.2181,0.4569,0.325,2,0,4.55,1,0
207,102,1191,0,1,3,6,4,5.0,0.5089,0.4278,0.0633,3,0,3.77,1,1
912,145,1400,1,5,2,8,3,4.74,0.4185,0.3781,0.2034,3,0,3.66,1,0
697,200,201,0,4,3,6,3,4.51,0.4667,0.1294,0.4039,3,0,4.4,0,0
481,147,746,0,3,2,7,2,4.87,0.7425,0.0209,0.2366,3,0,3.37,1,1
650,5,232,0,4,1,6,4,4.7,0.1416,0.3531,0.5053,3,1,5.0,1,0
403,23,724,1,15,2,7,1,4.83,0.5582,0.2866,0.1552,3,1,5.0,0,0
997,83,1178,1,6,2,3,4,4.75,0.3674,0.5754,0.057199999999999994,3,0,3.52,1,0
835,14,1392,0,3,2,2,1,4.53,0.2029,0.7439,0.0532,2,1,5.0,1,1
676,10,725,0,2,2,10,3,4.8,0.0539,0.2347,0.7114,3,1,5.0,1,0
900,31,87,0,1,3,10,1,4.65,0.1118,0.4448,0.4434,1,1,5.0,1,0
587,141,703,0,4,2,2,3,4.94,0.0767,0.5237,0.3996,3,0,3.58,0,0
233,127,820,0,2,3,10,3,4.62,0.247,0.6314,0.1216,3,0,4.84,0,0
929,150,54,0,4,1,6,1,4.51,0.3538,0.051,0.5952,1,0,4.46,0,1
284,37,1066,0,2,1,9,2,4.59,0.3833,0.0294,0.5873,1,1,5.0,1,1
480,167,1373,0,4,3,4,4,4.55,0.4756,0.0879,0.4365,3,0,3.56,1,0
889,138,1254,0,3,1,1,2,4.87,0.6532,0.2443,0.1025,1,0,3.42,0,1
767,31,742,1,8,1,2,4,4.93,0.0532,0.1924,0.7544,1,1,5.0,1,0
976,171,694,0,3,2,5,2,4.76,0.2847,0.2015,0.5138,2,0,3.25,0,0
9,99,436,1,8,3,2,1,4.59,0.257,0.649,0.094,3,0,3.64,0,0
715,164,1165,0,4,3,3,3,4.53,0.5498,0.1675,0.2827,2,0,4.64,0,0
902,35,1312,0,1,1,4,1,4.95,0.0055,0.4693,0.5252,3,1,5.0,1,1
379,111,1346,0,4,2,9,3,4.83,0.3668,0.0253,0.6079,1,0,3.16,0,1
817,68,594,1,10,1,5,4,4.6,0.0748,0.5282,0.397,1,0,3.17,0,1
603,183,442,0,4,1,9,3,4.64,0.7322,0.1385,0.1293,2,0,4.06,0,1
381,117,167,0,3,3,4,3,4.93,0.5273,0.1294,0.3433,3,0,4.17,0,1
844,196,566,0,1,3,3,1,4.52,0.6794,0.1252,0.1954,3,0,3.39,1,0
662,126,73,0,1,1,8,3,4.92,0.7437,0.1615,0.09480000000000001,2,0,4.45,1,1
360,175,725,1,14,2,3,4,4.51,0.2599,0.0562,0.6839,3,0,3.64,0,1
176,6,948,0,4,1,1,2,4.73,0.4251,0.3602,0.2147,3,1,5.0,1,0
485,119,270,1,13,2,1,1,4.62,0.6987,0.2907,0.0106,2,0,3.68,0,0
405,156,219,0,4,3,5,2,4.62,0.0607,0.5377,0.4016,2,0,4.45,1,1
33,30,547,1,6,3,5,1,4.96,0.559,0.4216,0.0194,1,1,5.0,0,1
465,155,1207,0,4,1,3,4,4.64,0.1398,0.5513,0.3089,3,0,3.57,0,1
696,69,1102,1,6,3,9,2,4.74,0.3684,0.0596,0.572,3,0,4.29,0,1
157,108,308,0,1,3,3,2,4.9,0.0709,0.9256,0.0034999999999999996,1,0,3.91,0,0
565,167,1352,1,8,2,8,1,4.69,0.4521,0.1407,0.4072,3,0,3.56,1,0
808,35,421,0,2,3,9,2,4.89,0.0115,0.689,0.2995,3,1,5.0,1,1
202,103,1260,0,3,2,6,2,4.71,0.1107,0.1532,0.7361,2,0,3.84,0,1
786,44,849,1,7,1,7,1,4.66,0.0509,0.9219,0.0272,1,1,5.0,1,0
175,143,886,0,4,2,2,3,5.0,0.4885,0.2574,0.2541,2,0,3.6,0,0
244,160,462,0,1,1,7,3,4.9,0.0875,0.0878,0.8247,1,0,3.93,0,1
269,29,585,1,13,2,10,4,4.71,0.1197,0.2893,0.591,3,1,5.0,0,0
923,191,916,0,3,2,6,4,4.73,0.4371,0.1605,0.4024,2,0,3.23,0,0
446,6,38,1,14,3,2,1,4.5,0.4354,0.0922,0.4724,3,1,5.0,1,0
74,27,426,0,2,3,3,3,4.95,0.4974,0.2818,0.2208,2,1,5.0,1,1
96,28,434,1,11,1,6,2,4.92,0.0253,0.4335,0.5412,3,1,5.0,1,1
873,133,1383,0,2,1,3,4,4.72,0.171,0.1207,0.7083,2,0,4.55,1,0
173,169,1055,0,2,1,5,1,4.85,0.0727,0.2559,0.6714,3,0,4.04,1,0
899,56,205,1,11,2,1,3,4.57,0.6398,0.1415,0.2187,3,0,4.43,1,0
406,112,705,0,3,1,3,2,4.73,0.169,0.0582,0.7728,1,0,3.38,0,0
155,54,742,0,1,2,8,4,4.52,0.2483,0.1586,0.5931,1,0,4.91,1,1
183,80,1205,0,4,3,10,4,4.99,0.0612,0.5656,0.3732,1,0,4.04,1,1
323,105,40,1,5,3,6,3,4.89,0.5165,0.1435,0.34,2,0,3.58,1,1
289,18,841,1,13,1,2,4,4.5,0.3412,0.5464,0.1124,2,1,5.0,0,0
